job_id,company_name,job_title,job_description,posting_date,location,job_url,employment_type,seniority_level,salary_range,extracted_skills,company_industry,scraped_date,posting_week,posting_month,is_duplicate_posting
meta_00106,Meta,"Data Scientist, Product Analytics","As a Data Scientist at Meta, you will shape the future of people-facing and business-facing products we build across our entire family of applications (Facebook, Instagram, Messenger, WhatsApp, Oculus). By applying your technical skills, analytical mindset, and product intuition to one of the richest data sets in the world, you will help define the experiences we build for billions of people and hundreds of millions of businesses around the world. You will collaborate on a wide array of product and business problems with a wide-range of cross-functional partners across Product, Engineering, Research, Data Engineering, Marketing, Sales, Finance and others. You will use data and analysis to identify and solve product development's biggest challenges. You will influence product strategy and investment decisions with data, be focused on impact, and collaborate with other teams. By joining Meta, you will become part of a world-class analytics community dedicated to skill development and career growth in analytics and beyond.Product leadership: You will use data to shape product development, quantify new opportunities, identify upcoming challenges, and ensure the products we build bring value to people, businesses, and Meta. You will help your partner teams prioritize what to build, set goals, and understand their product's ecosystem.Analytics: You will guide teams using data and insights. You will focus on developing hypotheses and employ a varied toolkit of rigorous analytical approaches, different methodologies, frameworks, and technical approaches to test them.Communication and influence: You won't simply present data, but tell data-driven stories. You will convince and influence your partners using clear insights and recommendations. You will build credibility through structure and clarity, and be a trusted strategic partner. Data Scientist, Product Analytics Responsibilities: Work with large and complex data sets to solve a wide array of challenging problems using different analytical and statistical approaches Apply technical expertise with quantitative analysis, experimentation, data mining, and the presentation of data to develop strategies for our products that serve billions of people and hundreds of millions of businesses Identify and measure success of product efforts through goal setting, forecasting, and monitoring of key product metrics to understand trends Define, understand, and test opportunities and levers to improve the product, and drive roadmaps through your insights and recommendations Partner with Product, Engineering, and cross-functional teams to inform, influence, support, and execute product strategy and investment decisions Minimum Qualifications: Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience A minimum of 6 years of work experience in analytics (minimum of 4 years with a Ph.D.) Bachelor's degree in Mathematics, Statistics, a relevant technical field, or equivalent practical experience Experience with data querying languages (e.g. SQL), scripting languages (e.g. Python), and/or statistical/mathematical software (e.g. R) Preferred Qualifications: Master's or Ph.D. Degree in a quantitative field About Meta: Meta builds technologies that help people connect, find communities, and grow businesses. When Facebook launched in 2004, it changed the way people connect. Apps like Messenger, Instagram and WhatsApp further empowered billions around the world. Now, Meta is moving beyond 2D screens toward immersive experiences like augmented and virtual reality to help build the next evolution in social technology. People who choose to build their careers by building with us at Meta help shape a future that will take us beyond what digital connection makes possible today—beyond the constraints of screens, the limits of distance, and even the rules of physics. Meta is proud to be an Equal Employment Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law. Meta participates in the E-Verify program in certain locations, as required by law. Please note that Meta may leverage artificial intelligence and machine learning technologies in connection with applications for employment. Meta is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com. $177,000/year to $247,000/year + bonus + equity + benefits Individual compensation is determined by skills, qualifications, experience, and location. Compensation details listed in this posting reflect the base hourly rate, monthly rate, or annual salary only, and do not include bonus, equity or sales incentives, if applicable. In addition to base compensation, Meta offers benefits. Learn more about benefits at Meta.",2026-04-19,"Burlingame, CA, US",,Full-time,,177000-247000,"[""Data Science"", ""Product"", ""Data Science"", ""Product"", ""Data Science"", ""Product"", ""Data Science"", ""Product"", ""Data Science"", ""Product"", ""Data Science"", ""Product"", ""Data Science"", ""Product"", ""Data Science"", ""Engineering"", ""Data Science"", ""Data Science""]",Technology,,2026-W16,2026-04,True
meta_00107,Meta,"Data Scientist, Analytics (Technical Leadership)","We are seeking experienced Data Scientists to join our team and drive impact across various product areas. As a Data Scientist, you will collaborate with cross-functional partners to identify and solve complex problems using data and analysis. Your role will involve shaping product development, quantifying new opportunities, and ensuring products bring value to users and the company. You will guide teams using data-driven insights, develop hypotheses, and employ rigorous analytical approaches to test them. You will tell data-driven stories, present clear insights, and build credibility with stakeholders. By joining our team, you will become part of a world-class analytics community dedicated to skill development and career growth in analytics and beyond. Data Scientist, Analytics (Technical Leadership) Responsibilities: Work with complex data sets to solve challenging problems using analytical and statistical approaches Apply technical expertise in quantitative analysis, experimentation, and data mining to develop product strategies Identify and measure success through goal setting, forecasting, and monitoring key metrics Partner with cross-functional teams to inform and execute product strategy and investment decisions Build long-term vision and strategy for programs and products Collaborate with executives to define and develop data platforms and instrumentation Effectively communicate insights and recommendations to stakeholders Define success metrics, forecast changes, and set team goals Support developing roadmaps and coordinate analytics efforts across teams Minimum Qualifications: Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience Mathematics, Statistics, Operations Research) 5+ years of experience with data querying languages (e.g. SQL), scripting languages (e.g. Python), or statistical/mathematical software (e.g. R, SAS, Matlab) 8+ years of work experience leading analytics work in IC capacity, working collaboratively with Engineering and cross-functional partners, and guiding data-influenced product planning, prioritization and strategy development Experience working effectively with and leading complex analytics projects across multiple stakeholders and cross-functional teams, including Engineering, PM/TPM, Analytics and Finance Experience with predictive modeling, machine learning, and experimentation/causal inference methods Experience communicating complex technical topics in a clear, precise, and actionable manner Preferred Qualifications: 10+ years of experience communicating the results of analyses to leadership teams to influence the strategy Masters or Ph.D. Degree in a quantitative field Bachelor's Degree in an analytical or scientific field (e.g. Computer Science, Engineering, Mathematics, Statistics, Operations Research) 10+ years of experience doing complex quantitative analysis in product analytics About Meta: Meta builds technologies that help people connect, find communities, and grow businesses. When Facebook launched in 2004, it changed the way people connect. Apps like Messenger, Instagram and WhatsApp further empowered billions around the world. Now, Meta is moving beyond 2D screens toward immersive experiences like augmented and virtual reality to help build the next evolution in social technology. People who choose to build their careers by building with us at Meta help shape a future that will take us beyond what digital connection makes possible today—beyond the constraints of screens, the limits of distance, and even the rules of physics. Meta is proud to be an Equal Employment Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law. Meta participates in the E-Verify program in certain locations, as required by law. Please note that Meta may leverage artificial intelligence and machine learning technologies in connection with applications for employment. Meta is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@meta.com. $210,000/year to $281,000/year + bonus + equity + benefits Individual compensation is determined by skills, qualifications, experience, and location. Compensation details listed in this posting reflect the base hourly rate, monthly rate, or annual salary only, and do not include bonus, equity or sales incentives, if applicable. In addition to base compensation, Meta offers benefits. Learn more about benefits at Meta.",2026-04-19,"New York, NY, US",,Full-time,,210000-281000,"[""Data Science"", ""Data Science"", ""Data Science"", ""Data Science"", ""Data Science"", ""Engineering"", ""Data Science"", ""Data Science"", ""Data Science"", ""Data Science"", ""Data Science""]",Technology,,2026-W16,2026-04,False
meta_00108,Meta,"AI Research Scientist, Computer Vision","Meta is seeking Research Scientists to join Meta Superintelligence Labs (MSL) organization to work on making significant advances in AI. We are seeking researchers with experience in vision models, 3D reconstruction and generation, and general AI to join the team to investigate how to build spatial and physically-aware AI that will be the foundation for a new paradigm in how we interact and use computers. You will work with a highly interdisciplinary team of scientists, engineers, and cross-functional partners with a broad range of experiences, perspectives, approaches, and backgrounds and access cutting-edge technology, resources, and research facilities. AI Research Scientist, Computer Vision Responsibilities: Build models that can estimate underlying 3D properties from 2D observations Conduct research and work with models in 3D reconstruction and generation Define, build and benchmark new capabilities needed for the next generation of AI Train and optimize state-of-the-art machine learning and neural network methodologies Work with and create large datasets, and contribute to data annotation engines Minimum Qualifications: Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience Currently has or is in the process of obtaining a PhD in the field of Computer Vision, Language, Machine Learning, a related field, or equivalent practical experience. Degree must be completed prior to joining Meta Research Experience in deep learning, computer vision, robotics, or AI infrastructure Experience with Python and PyTorch Experience developing software and executing complex experiments Experience communicating research for public audiences of peers Must obtain work authorization in the country of employment at the time of hire, and maintain ongoing work authorization during employment Preferred Qualifications: Research experience with 3D reconstruction, 3D generation, and / or video processing and generation Proven track record of achieving significant results as demonstrated by grants, fellowships, patents, as well as publications at leading workshops, journals or conferences such as CVPR, ICCV, ICCV, NeurIPS, SIGGRAPH, or similar Demonstrated research and software engineering experience via an internship, work experience, coding competitions, or widely used contributions in open source repositories (e.g. GitHub) Experience solving complex problems and comparing alternative solutions, tradeoffs, and different perspectives to determine a path forward Experience working and communicating cross functionally in a team environment About Meta: Meta builds technologies that help people connect, find communities, and grow businesses. When Facebook launched in 2004, it changed the way people connect. Apps like Messenger, Instagram and WhatsApp further empowered billions around the world. Now, Meta is moving beyond 2D screens toward immersive experiences like augmented and virtual reality to help build the next evolution in social technology. People who choose to build their careers by building with us at Meta help shape a future that will take us beyond what digital connection makes possible today—beyond the constraints of screens, the limits of distance, and even the rules of physics. Meta is proud to be an Equal Employment Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law. Meta participates in the E-Verify program in certain locations, as required by law. Please note that Meta may leverage artificial intelligence and machine learning technologies in connection with applications for employment. Meta is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@meta.com. $154,000/year to $217,000/year + bonus + equity + benefits Individual compensation is determined by skills, qualifications, experience, and location. Compensation details listed in this posting reflect the base hourly rate, monthly rate, or annual salary only, and do not include bonus, equity or sales incentives, if applicable. In addition to base compensation, Meta offers benefits. Learn more about benefits at Meta.",2026-04-26,"Menlo Park, CA, US",,Full-time,,154000-217000,"[""Engineering"", ""Research""]",Technology,,2026-W17,2026-04,False
meta_00109,Meta,"Research Scientist, AI Language","Meta is seeking a Research Scientist to advance the frontiers of natural language processing and large language model research within Meta Superintelligence Labs. In this role, you will conduct foundational and applied research on language understanding, generation, reasoning, and alignment, contributing directly to the development of next-generation language models that power Meta's AI products and services at global scale. You will drive high-impact research from conception through publication and production integration, collaborating with world-class researchers and engineers to shape the trajectory of language AI. Responsibilities Design and execute original research on large language models, covering areas such as post-training, instruction tuning, reasoning, alignment, agentic tool calling and evaluation Develop novel architectures, training objectives, and data curation strategies to improve language model capabilities and reliability Lead end-to-end research projects including problem formulation, experimental design, analysis, and communication of findings to technical and non-technical stakeholders Build and maintain rigorous evaluation frameworks and benchmarks to measure language model performance across diverse tasks and domains Collaborate with cross-functional partners in engineering, product, and policy to translate research advances into production language AI systems Identify and drive improvements to training pipelines, data quality, and model efficiency using instrumentation, profiling, and systematic experimentation Mentor other researchers and engineers on the team, providing technical guidance on language model research methodology and best practices Leverage AI-assisted tools and workflows to accelerate research iteration, code quality, and cross-disciplinary collaboration Minimum Qualifications Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience 8+ years of research or industry experience in natural language processing, large language models, or a closely related area of machine learning Experience leading complex, multi-stage research projects from problem definition through publication or production deployment Track record of publications at peer-reviewed NLP or machine learning conferences such as ACL, EMNLP, NAACL, NeurIPS, ICML, or ICLR Hands-on experience training, fine-tuning, or evaluating large language models using frameworks such as PyTorch Experience communicating research findings and technical decisions in writing to both research and engineering audiences, including design documents and technical reports Preferred Qualifications Experience bridging foundational language model research with production systems, including model evaluation at scale and staged rollout using feature flagging and A/B testing frameworks Experience designing and curating large-scale pretraining or fine-tuning datasets, including data quality filtering, deduplication, and domain mixing strategies Demonstrated research contributions in areas such as reasoning, instruction following, reinforcement learning from human feedback, or model alignment and safety Experience with large-scale distributed training of language models across hundreds or thousands of GPUs, including optimization of training stability and throughput $184,000/year to $257,000/year + bonus + equity + benefits",2026-04-28,"Menlo Park, California, United States",,,,,"[""Engineering"", ""Research""]",Technology,,2026-W18,2026-04,False
meta_00110,Meta,Fundamental AI Researcher - FAIR,"Meta is seeking a researcher to join the Fundamental AI Research (FAIR) team, a research organization focused on advancing the state-of-the-art in AI. In this role, you'll work with world-class researchers at FAIR on fundamental and exploratory research. The FAIR RAM (Reasoning, Alignment, Memory) team focuses on research in developing learning algorithms with enhanced reasoning, memory and alignment methods. Our current projects span improved learning objectives, self-supervised learning objectives, higher-level reasoning, and new memory techniques. Our organization is motivated by producing new science to understand intelligence and technology towards achieving advanced machine intelligence. Responsibilities Perform research to advance the science and technology of intelligent machines, particularly on topics around reasoning, alignment and memory Perform research that enables learning the semantics of data (images, video, text, audio, and other modalities) Work towards long-term research goals, while identifying immediate milestones Influence progress of relevant research communities by producing publications Open source high quality code and produce reproducible research Minimum Qualifications Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience A PhD in AI, computer science, data science, or related technical fields 2+ years of industry or equivalent PostDoctoral experience in relevant research areas, such as: machine learning, optimization, computer vision, natural language processing First-authored publications at peer-reviewed conferences, such as ACL, EMNLP, NeurIPS, ICML, ICLR and other similar venues Experience holding an industry, postdoctoral, faculty, or government researcher position Research background in machine learning, artificial intelligence, computational statistics, applied mathematics, or related areas Research publications reflecting experience in theoretical or empirical research Experience in developing and debugging in Python or similar programming languages Experience in analyzing and collecting data from various sources Preferred Qualifications Research and engineering experience demonstrated via publications, grants, fellowships, patents, internships, work experience, open source code, and / or coding competitions Experience in developing optimization algorithms and theory, distributed training of large-scale machine learning models, and comparing alternative solutions, trade-offs, and different perspectives Experience collaborating in a team environment on research projects $184,000/year to $217,000/year + bonus + equity + benefits",2026-04-26,"Seattle, Washington, United States",,,,,"[""Computer Vision"", ""Engineering"", ""Machine Learning"", ""Research""]",Technology,,2026-W17,2026-04,False
meta_00111,Meta,"Director, Marketing Data Science","We are seeking a highly experienced Senior Marketing Data Science Leader to drive measurement, analytics, and strategy across Corporate, Public Affairs, AI Marketing and Corporate Communications at Meta. This role is pivotal in supporting high-impact marketing campaigns, developing innovative measurement frameworks, and collaborating with executive leadership to optimize marketing effectiveness. Responsibilities Lead Measurement & Analytics: Oversee the measurement of campaigns, including AI Marketing, Corporate Marketing, and Public Affairs. Develop and refine high-frequency measurement models for real-time campaign optimization and reporting. Strategic Campaign Support: Partner with VPs and Directors to design, execute, and evaluate marketing campaigns across multiple regions and business units. Lead the development of holdout strategies and funnel analysis to validate campaign effectiveness. Innovation & Efficiency: Invent and implement new measurement programs to consolidate trackers, enhance efficiency, and optimize resource allocation. Cross-Functional Leadership: Operate with autonomy, managing a team of ~15 and collaborating with cross-functional partners in Product, Research, and Corporate Marketing. Support recruiting and interview process improvements for Marketing Data Science. Stakeholder Engagement: Serve as a direct report to the VP, Marketing Data Science, and engage with peers at the Director level. Present findings and recommendations to senior leadership, influencing strategic decisions. Community & Thought Leadership: Amplify the impact of Meta’s Analytics community through blog contributions, paid media strategies, and recruiting initiatives. Minimum Qualifications Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience, Master’s degree preferred 10+ years of work experience in data science or decision science (or 8+ years experience with a Ph.D.) supporting a Marketing function Advanced experience with data querying languages (e.g. SQL), scripting languages (e.g. Python), and statistical/mathematical software (e.g. R) Experience leading the building of statistical/computational tools in support of marketing functions Advanced knowledge of marketing analytics, survey design, and statistical methods Very comfortable personally using AI tools and transforming organizations to be AI-Native Strong leadership skills, with the ability to operate autonomously and manage cross-functional teams Excellent stakeholder management and communication skills, with experience presenting to executive leadership Preferred Qualifications Previous experience in Public Affairs Marketing or Public Opinion Polling 3+ years in Corporate Communications Analytics (e.g. social listening) Expertise in high-frequency measurement models, campaign optimization, and real-time reporting $253,000/year to $error/year + bonus + equity + benefits",2026-04-29,"Austin, Texas, United States",,,,,"[""Data Science"", ""Engineering"", ""Product""]",Technology,,2026-W18,2026-04,False
meta_00112,Meta,"Research Scientist, AI, Formal and informal Reasoning","Meta is seeking a Research Scientist to join its Fundamental AI Research (FAIR) organization, focused on making significant advances in LLMs reasoning, using reinforcement learning, synthetic data generation and advanced scaffolding/agentic techniques, partially with a focus on formal and informal maths. You will have the opportunity to work with a broad and highly interdisciplinary team of scientists, engineers, and cross-functional partners, and will have access to cutting edge technology, important resources, and research facilities. Responsibilities Lead, collaborate, and execute on research that pushes forward the state of the art in reasoning research, with an initial focus on formal and informal mathematical reasoning Work towards long-term high-stakes research goals, while identifying intermediate milestones Directly contribute to experiments, including designing experimental details, implement reusable code, running evaluations, and organizing results Contribute to publications and open-sourcing efforts Mentor other team members. Play a significant role in healthy cross-functional collaboration Minimum Qualifications Holds a PhD in the field of Computer Science, Mathematics, or similar quantitative field Experience training and evaluating large models on State-of-the-Art codebases and developing new architectures, losses and training recipes First-author publications at peer-reviewed AI conferences (e.g. NeurIPS, ICML, ICLR) Experience in training, fine-tuning, and/or experimenting with foundation models beyond black-box use Experience working with SOTA Reinforcement Learning codebases and familiarity with one or more Machine Learning frameworks (e.g. pytorch, VERL, …) Must obtain work authorization in the country of employment at the time of hire, and maintain ongoing work authorization during employment Preferred Qualifications Familiarity with the Lean 4 language and ecosystem and mathematical expertise Experience with communicating complex research for public audiences of peers",2026-05-11,"Paris, Ile-de-France, France",,,,,"[""Engineering"", ""Machine Learning"", ""Product"", ""Research""]",Technology,,2026-W20,2026-05,False
meta_00113,Meta,"Data Scientist, Product Analytics","As a Data Scientist at Meta, you will shape the future of people-facing and business-facing products we build across our entire family of applications (Facebook, Instagram, Messenger, WhatsApp, Oculus). By applying your technical skills, analytical mindset, and product intuition to one of the richest data sets in the world, you will help define the experiences we build for billions of people and hundreds of millions of businesses around the world. You will collaborate on a wide array of product and business problems with a wide-range of cross-functional partners across Product, Engineering, Research, Data Engineering, Marketing, Sales, Finance and others. You will use data and analysis to identify and solve product development's biggest challenges. You will influence product strategy and investment decisions with data, be focused on impact, and collaborate with other teams. By joining Meta, you will become part of a world-class analytics community dedicated to skill development and career growth in analytics and beyond.Product leadership: You will use data to shape product development, quantify new opportunities, identify upcoming challenges, and ensure the products we build bring value to people, businesses, and Meta. You will help your partner teams prioritize what to build, set goals, and understand their product's ecosystem.Analytics: You will guide teams using data and insights. You will focus on developing hypotheses and employ a varied toolkit of rigorous analytical approaches, different methodologies, frameworks, and technical approaches to test them.Communication and influence: You won't simply present data, but tell data-driven stories. You will convince and influence your partners using clear insights and recommendations. You will build credibility through structure and clarity, and be a trusted strategic partner. Data Scientist, Product Analytics Responsibilities: Work with large and complex data sets to solve a wide array of challenging problems using different analytical and statistical approaches Apply technical expertise with quantitative analysis, experimentation, data mining, and the presentation of data to develop strategies for our products that serve billions of people and hundreds of millions of businesses Identify and measure success of product efforts through goal setting, forecasting, and monitoring of key product metrics to understand trends Define, understand, and test opportunities and levers to improve the product, and drive roadmaps through your insights and recommendations Partner with Product, Engineering, and cross-functional teams to inform, influence, support, and execute product strategy and investment decisions Minimum Qualifications: Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience A minimum of 6 years of work experience in analytics (minimum of 4 years with a Ph.D.) Bachelor's degree in Mathematics, Statistics, a relevant technical field, or equivalent practical experience Experience with data querying languages (e.g. SQL), scripting languages (e.g. Python), and/or statistical/mathematical software (e.g. R) Preferred Qualifications: Master's or Ph.D. Degree in a quantitative field Demonstrated ability to integrate AI tools to optimize/redesign workflows and drive measurable impact (e.g., efficiency gains, quality improvements) Experience adhering to and implementing responsible, ethical AI practices (e.g., risk assessment, bias mitigation, quality and accuracy reviews) Demonstrated ongoing AI skill development (e.g., prompt/context engineering, agent orchestration) and staying current with emerging AI technologies About Meta: Meta builds technologies that help people connect, find communities, and grow businesses. When Facebook launched in 2004, it changed the way people connect. Apps like Messenger, Instagram and WhatsApp further empowered billions around the world. Now, Meta is moving beyond 2D screens toward immersive experiences like augmented and virtual reality to help build the next evolution in social technology. People who choose to build their careers by building with us at Meta help shape a future that will take us beyond what digital connection makes possible today—beyond the constraints of screens, the limits of distance, and even the rules of physics. Meta is proud to be an Equal Employment Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law. Meta participates in the E-Verify program in certain locations, as required by law. Please note that Meta may leverage artificial intelligence and machine learning technologies in connection with applications for employment. Meta is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@meta.com. $177,000/year to $247,000/year + bonus + equity + benefits Individual compensation is determined by skills, qualifications, experience, and location. Compensation details listed in this posting reflect the base hourly rate, monthly rate, or annual salary only, and do not include bonus, equity or sales incentives, if applicable. In addition to base compensation, Meta offers benefits. Learn more about benefits at Meta.",2026-05-08,"Bellevue, WA, US",,Full-time,,177000-247000,"[""Data Science"", ""Engineering"", ""Product"", ""Research""]",Technology,,2026-W19,2026-05,True
meta_00114,Meta,AI Research Engineer,"We’re hiring Research Engineers to join teams across Meta working at the intersection of frontier AI and real-world product impact. You’ll be embedded directly in Facebook’s ecosystem, helping reimagine core experiences and reshape how people discover content, connect with creators, and interact with each other.The work spans some of the most bold bets in applied GenAI, including:- Building the post-training, evaluation, and serving systems that turn frontier LLMs into reliable, high-quality product experiences used by billions.- Building a general-purpose agentic platform that powers a wide range of GenAI products across Facebook —enabling teams to ship faster, safer, and at scale.- Building systems that enable capacity and cost optimizations through model fine-tuning, post-training and other techniques. - Adapting and scaling these systems across Meta’s products. Why Join Us- Product LLM work at singular scale Your post-training decisions, evaluation frameworks, and serving architecture directly affect billions of daily interactions.- End-to-end ownership We don't hand off models to a separate product team. We own the loop from training data to production behavior to measurement. The impact of your work shows up in days, not quarters.- The problems are unsolved How do you evaluate open-ended conversational AI at scale? How do you fine-tune for groundedness across millions of varied creator profiles? These aren't incremental improvements, they're open research questions with immediate product consequences.- Our team is hands-on, with high autonomy, working on critical bets We're deliberately keeping this team lean and experienced. You'll have outsized influence on technical direction, not just execution.Depending on your interests and strengths, your work could span post-training pipelines (SFT, RLHF, synthetic data generation), evaluation methodology (auto-judge design, benchmark construction, human-AI calibration), production serving systems (RAG, memory, multi-modal generation), multi-agent orchestration, or E2E experience of building agentic products, - all grounded in shipping to real users at scale AI Research Engineer Responsibilities: Contribute to the training of next-generation multimodal foundation models, advance their capabilities in understanding, generation, and grounding, and enable them for downstream product use-cases Support creative data sourcing, high-quality pre/mid/post-training data curation, and scale and optimize data pipelines for multimodal large language models (LLMs) Lead, collaborate, and execute on research that pushes forward the state of the art in multimodal reasoning and generation research, and prioritize research that can be directly applied to Meta’s product development Minimum Qualifications: Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience Experience as a formal technical lead, leading major technical initiatives with XFN impact, and/or influencing strategy across multiple teams Impressive engineering background (PhD in ML not required) Experience working in AI/ML environments Can manage data pipelines and versioning About Meta: Meta builds technologies that help people connect, find communities, and grow businesses. When Facebook launched in 2004, it changed the way people connect. Apps like Messenger, Instagram and WhatsApp further empowered billions around the world. Now, Meta is moving beyond 2D screens toward immersive experiences like augmented and virtual reality to help build the next evolution in social technology. People who choose to build their careers by building with us at Meta help shape a future that will take us beyond what digital connection makes possible today—beyond the constraints of screens, the limits of distance, and even the rules of physics. Meta is proud to be an Equal Employment Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law. Meta participates in the E-Verify program in certain locations, as required by law. Please note that Meta may leverage artificial intelligence and machine learning technologies in connection with applications for employment. Meta is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at [email protected] . $88.46/hour to $257,000/year + bonus + equity + benefits Individual compensation is determined by skills, qualifications, experience, and location. Compensation details listed in this posting reflect the base hourly rate, monthly rate, or annual salary only, and do not include bonus, equity or sales incentives, if applicable. In addition to base compensation, Meta offers benefits. Learn more about benefits at Meta.",2026-05-31,"New York, NY, US",,Full-time,,88-257000,"[""Engineering"", ""Research""]",Technology,,2026-W22,2026-05,False
meta_00115,Meta,"Software Engineer, Computer Vision - Video AI","At Meta, we're developing innovative products that enable people to connect with loved ones and push the boundaries of computing platforms. As an AI Software engineer in Video, you'll have the opportunity to work on a wide range of products, including Messenger, Video, Groups, News Feed, Search, AR/VR, and GenAI, building advanced video solutions that drive billions of interactions per day. You'll help create new features, improve existing products, and develop immersive video experiences that bring people closer together. By joining our team, you'll be part of creating products used by billions of people worldwide, solving complex technical problems, and shaping the future of online connection and community. Responsibilities Research, develop, and troubleshoot real time communication systems, related to video and audio codecs, cameras, displays, and microphones Work closely with cross-functional teams to understand features, operation, and specify enhancements Designing AI/ML-based compression algorithms to reduce the platform's compute footprint, while improving end-user experience Optimize and improve video codec efficiency, encode rate control, processing speed, video pre/post-processing, and error resilience Debug and diagnose quality of end-to-end video experience on lossy networks in real-time communication scenarios Define the video optimization roadmap for both low-end and high-end networks and devices Lead the definition and implementation of the media processing pipeline Continuously improve the efficiency of the automated test tooling by leveraging the internal automated test infrastructure Minimum Qualifications Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience Bachelor's degree in Computer Science, Computer Engineering, or relevant technical field 5+ years software development experience in industry settings or PhD with 2+ years of experience 3+ years of experience in computer vision, video/image codecs, video/image processing or a relevant domain Experience in neural video/image compression and AI research Experience with computer vision, video/image codecs, or video/image processing Experience in C/C++ multithreaded programming Experience leading large or complex projects, defined goals and delivered milestones by leading teams Preferred Qualifications Leveraging AI-based enhancement tools that complement standard video-codecs (AV1) Knowledge of multimedia stack, including containers, codecs, and AV synchronization Experience developing algorithms to improve video quality for calling and video conferencing Using ML-based quality metrics and metadata for large-scale quality evaluation Experience with state-of-the-art video codecs e.g. H.264/AVC, HEVC, AV1, AV2 benchmarking of traditional and novel audio/video processing use cases Full end-to-end neural-compression techniques at scale, for FoA verticals (Calling, VOD etc.) Experience designing power-efficient software for mobile or embedded systems Experience with computer vision, video/image codecs, or video/image processing Industry experience in Video-on-Demand, RTC, or videos at scale $183,997/year to $257,000/year + bonus + equity + benefits",2026-06-14,"Menlo Park, California, United States",,,,,"[""Engineering"", ""Machine Learning""]",Technology,,2026-W24,2026-06,False
